id,intervention,sex,age,college,year,loc_1_bl,loc_2_bl,loc_3_bl,loc_4_bl,loc_5_bl,loc_6_bl,loc_7_bl,loc_8_bl,loc_9_bl,loc_10_bl,loc_1_fu,loc_2_fu,loc_3_fu,loc_4_fu,loc_5_fu,loc_6_fu,loc_7_fu,loc_8_fu,loc_9_fu,loc_10_fu,eff_1_bl,eff_2_bl,eff_3_bl,eff_4_bl,eff_5_bl,eff_1_fu,eff_2_fu,eff_3_fu,eff_4_fu,eff_5_fu
378,1,0,22,1,2,2,3,4,5,5,1,2,2,4,3,4,3,3,2,4,3,4,4,3,2,3,3,3,3,4,1,2,2,1,3
379,0,1,21,1,4,3,4,2,3,2,3,2,5,1,4,3,2,4,2,4,3,5,5,4,4,4,4,4,4,2,1,1,2,1,3
380,1,0,18,1,3,4,2,4,3,3,3,1,3,2,5,3,3,3,3,2,3,4,4,3,3,2,2,2,3,2,3,2,2,1,2
381,0,1,19,1,1,5,4,2,4,3,4,3,3,4,4,3,3,4,2,3,2,4,4,4,4,1,3,3,4,3,2,2,2,2,1
382,1,0,18,1,1,3,1,3,2,2,5,4,4,2,2,1,4,3,5,5,2,4,3,5,3,4,5,5,5,4,1,2,2,4,4
383,0,1,19,1,4,4,3,4,4,2,2,3,5,4,3,3,2,3,5,3,4,4,4,3,3,4,4,4,3,4,1,1,2,3,1
384,0,0,19,1,1,4,5,3,4,2,2,2,3,5,5,3,2,2,4,4,3,5,2,3,4,1,1,2,1,1,2,1,2,4,4
385,1,1,19,1,2,3,4,3,3,4,4,3,1,3,3,5,3,3,3,3,3,5,3,2,2,1,2,2,2,3,3,3,1,1,3
386,1,0,19,1,2,5,3,3,5,2,4,1,3,5,5,3,3,5,4,2,3,4,4,4,5,3,3,4,2,4,2,1,2,1,2
387,0,1,20,1,1,1,3,1,4,4,3,4,1,1,1,3,3,3,4,3,3,4,4,3,2,4,4,4,5,3,1,1,1,1,2
388,0,0,18,1,2,5,5,4,5,1,1,1,5,4,5,3,2,2,1,3,3,4,2,3,3,5,4,3,3,2,1,2,1,1,3
389,0,1,21,1,1,2,1,1,1,5,5,5,4,1,1,3,4,3,2,2,4,2,4,4,2,4,3,5,4,3,2,1,3,2,1
390,1,0,20,1,1,3,3,3,2,3,2,3,2,4,3,4,4,4,1,3,3,4,3,3,5,5,5,4,5,4,3,2,2,1,1
391,1,1,20,1,1,1,5,1,1,4,1,2,1,2,1,3,3,3,5,4,4,3,3,4,5,5,5,5,5,4,2,1,1,3,3
392,0,0,20,1,4,2,4,3,1,3,1,5,4,3,5,3,4,3,2,4,3,2,3,3,1,4,4,4,5,3,1,2,1,2,1
393,0,1,21,1,1,1,1,1,1,5,4,5,1,1,1,2,3,2,2,4,4,5,5,1,5,4,3,3,5,4,1,1,1,1,1
394,0,0,20,1,4,1,1,1,3,4,5,5,3,3,3,3,3,1,2,2,3,2,3,3,3,2,4,2,4,4,2,1,1,1,1
395,1,1,22,1,1,3,3,3,4,5,5,2,3,4,1,4,5,5,4,2,4,3,4,4,3,2,1,1,1,1,2,3,2,3,1
396,1,0,22,1,1,3,4,2,3,3,1,4,4,3,5,4,4,5,3,3,2,3,5,4,4,2,2,4,3,3,3,3,3,2,2
397,0,1,18,1,1,2,5,3,5,2,3,2,2,3,4,1,2,2,4,2,3,3,3,5,4,3,2,3,2,3,1,2,2,2,1
398,1,0,22,1,2,5,4,3,3,2,5,3,3,5,3,2,5,3,3,4,3,4,4,4,3,2,1,2,1,2,2,2,3,2,3
399,1,1,20,1,4,4,5,4,3,3,2,1,4,5,5,3,3,3,4,2,4,4,3,4,3,4,2,3,2,3,1,2,3,2,1
400,0,0,20,1,4,2,1,2,3,4,5,5,2,4,1,4,4,3,4,1,3,3,1,1,3,2,1,3,3,3,3,2,2,3,2
401,1,1,22,1,1,5,4,5,5,2,2,2,5,4,3,2,5,3,4,3,4,4,3,3,3,4,5,5,5,1,2,3,2,3,1
402,1,0,19,1,1,3,5,3,4,4,4,3,3,3,3,3,5,3,4,5,2,2,4,4,4,3,2,4,2,3,2,4,1,3,3
403,0,1,22,1,2,2,2,3,3,2,5,5,3,4,3,2,4,3,4,4,2,5,2,3,2,4,2,5,3,4,2,3,2,1,2
404,1,0,19,1,2,5,5,3,3,5,3,1,3,3,4,4,5,4,4,2,5,3,4,5,3,4,4,4,4,4,2,3,2,3,1
405,0,1,21,1,2,2,3,1,3,4,4,3,5,1,1,3,4,2,3,3,2,4,3,3,2,4,3,2,1,3,3,2,2,1,3
406,0,0,18,1,4,5,2,5,5,1,2,1,4,4,4,4,2,1,4,2,2,2,3,2,2,3,3,3,4,2,2,2,2,3,1
407,0,1,21,1,4,2,1,4,4,3,2,3,2,4,2,1,3,3,1,2,3,3,2,4,3,4,1,4,3,2,1,2,1,1,1
408,1,0,19,1,4,3,5,5,5,2,1,1,5,5,5,3,4,5,4,4,3,4,5,4,3,3,4,3,4,4,2,2,2,2,3
409,1,1,18,1,1,4,1,3,2,3,1,1,4,5,4,4,1,3,4,2,1,4,4,3,4,4,4,4,5,5,2,1,2,3,3
410,1,0,19,1,4,5,4,4,5,1,1,1,5,5,5,4,4,3,3,4,2,3,3,2,5,3,4,3,4,4,3,3,2,2,4
411,1,1,20,1,3,5,3,4,5,2,1,1,4,5,5,4,4,4,4,4,4,1,4,3,4,5,5,5,5,3,2,4,2,2,3
412,0,0,20,1,3,4,4,1,3,5,5,3,2,2,1,3,3,4,4,3,4,5,4,3,1,1,3,3,3,4,2,2,2,3,1
413,0,1,20,1,2,3,4,3,2,3,3,2,2,2,3,4,5,3,4,2,2,3,3,3,3,4,1,1,2,2,1,4,3,2,2
414,0,0,20,1,4,4,5,5,5,2,1,2,4,4,5,3,3,3,2,3,5,3,4,3,2,5,5,4,5,5,3,2,1,2,3
415,0,1,22,1,3,4,4,4,3,4,3,3,1,4,2,2,3,3,1,2,3,3,4,4,3,4,1,5,3,2,2,2,2,1,2
416,0,0,21,1,2,4,2,3,5,4,3,4,5,4,3,3,4,5,5,3,1,5,3,3,2,1,1,1,1,1,2,3,3,3,1
417,0,1,20,1,4,4,5,5,5,2,2,1,4,5,4,3,3,3,2,2,3,2,5,2,2,3,3,5,3,2,1,2,1,2,2
418,0,0,19,1,1,3,4,3,5,1,2,1,4,4,3,3,2,3,4,2,3,3,3,1,1,5,4,4,2,5,1,1,1,2,1
419,0,1,20,1,3,3,4,4,4,1,2,3,5,5,3,3,1,2,2,4,4,3,4,3,4,1,2,2,2,3,2,1,1,1,2
420,1,0,22,1,1,1,3,4,5,3,3,3,4,3,5,4,1,4,4,2,2,3,2,1,5,2,3,3,5,3,3,1,2,2,2
421,1,1,21,1,4,5,3,4,5,2,3,1,5,5,4,4,5,5,3,5,3,4,4,3,3,2,2,1,1,2,3,3,3,2,5
422,0,0,20,1,3,1,1,3,1,4,4,5,1,1,1,2,4,3,3,4,1,1,4,4,2,3,3,5,5,4,1,2,2,2,2
423,0,1,21,1,4,2,2,3,1,5,4,5,2,1,1,3,4,3,4,5,1,4,4,2,1,3,2,2,2,3,2,3,1,1,2
424,0,0,22,1,1,4,4,2,4,1,1,1,3,5,3,3,2,3,5,2,4,3,5,3,5,5,4,2,1,4,1,2,3,3,1
425,1,1,21,1,3,2,1,1,1,3,5,4,3,1,1,3,5,4,3,4,4,5,2,4,4,3,2,4,3,4,1,4,2,2,3
426,0,0,21,1,1,2,5,5,3,1,2,2,3,4,4,4,4,4,2,3,3,1,4,3,3,4,2,3,3,2,2,3,4,1,1
427,1,1,19,1,4,1,3,1,3,5,5,5,1,1,3,3,1,2,5,4,4,4,2,3,3,3,3,1,2,2,2,2,1,2,3
428,1,0,19,1,4,5,5,5,4,1,2,1,5,4,4,4,3,4,3,4,3,1,3,5,3,4,4,3,1,3,3,3,3,2,3
429,1,1,21,1,1,4,5,4,5,1,1,1,5,5,3,4,4,5,5,5,4,3,4,4,2,4,2,2,4,3,2,4,3,4,2
430,0,0,21,1,3,4,5,4,1,2,3,2,4,2,2,3,4,2,3,5,1,4,3,2,3,1,1,1,1,3,2,2,1,1,3
431,0,1,18,1,1,2,3,2,1,4,3,4,1,4,4,5,2,3,2,3,2,1,3,3,3,1,1,1,1,1,2,1,3,1,2
432,1,0,21,1,4,3,3,4,5,2,3,4,5,1,3,1,3,4,5,3,4,3,3,2,4,1,1,1,2,1,1,3,3,5,4
433,0,1,19,1,1,5,3,3,5,2,2,1,3,4,3,3,3,3,2,2,3,1,3,1,4,5,4,3,5,3,1,1,2,1,1
434,0,0,22,1,4,2,1,1,2,3,5,5,2,1,1,4,2,4,5,3,2,2,4,1,4,3,4,5,2,2,3,2,2,2,2
435,0,1,20,1,1,3,4,5,5,1,1,2,5,5,5,2,4,3,5,5,1,1,4,1,3,3,4,3,2,2,1,1,2,2,2
436,0,0,20,1,3,1,1,1,2,5,2,3,1,2,3,3,2,3,2,3,3,4,3,3,5,3,4,3,2,3,1,1,3,1,1
437,0,1,20,1,3,3,5,5,3,2,1,1,3,5,4,2,2,3,2,5,2,1,4,2,4,5,4,4,3,4,1,1,2,2,3
438,1,0,22,1,1,4,1,2,5,2,1,4,4,4,4,4,3,5,4,4,4,4,5,3,1,3,1,2,3,2,3,1,2,1,2
439,1,1,20,1,1,4,2,4,4,3,2,1,4,3,3,4,5,1,3,4,3,5,4,3,3,3,3,2,1,2,4,2,1,2,3
440,0,0,22,1,3,2,4,4,3,3,1,3,1,5,2,2,5,3,3,4,3,4,3,4,3,2,2,3,4,1,2,3,2,3,2
441,0,1,21,1,4,3,3,5,3,4,3,2,5,2,3,4,3,4,2,3,4,3,1,2,3,1,1,1,1,1,3,2,4,1,2
442,0,0,21,1,3,4,5,4,5,2,4,2,4,1,3,4,4,3,4,1,4,3,3,5,2,4,3,4,1,4,3,1,3,1,1
443,1,1,18,1,4,2,2,2,1,2,4,4,3,3,4,4,4,3,3,3,4,4,3,2,4,3,1,2,1,3,3,2,2,2,3
444,0,0,18,1,1,4,3,3,3,1,3,3,4,5,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,1,3,1,1,1
445,1,1,22,1,1,3,2,5,5,1,5,2,2,4,5,4,4,4,3,4,3,3,5,4,3,3,3,3,3,2,1,3,2,3,2
446,1,0,22,1,4,4,5,4,4,1,4,2,3,4,5,4,5,3,3,3,4,2,4,3,3,3,2,5,3,4,1,4,1,1,3
447,1,1,19,1,1,2,3,5,3,2,3,2,3,3,3,3,4,5,3,5,3,5,3,3,2,2,3,2,3,3,1,2,2,2,4
448,0,0,18,1,4,5,5,3,5,1,1,1,4,5,3,4,2,1,3,1,3,1,3,4,5,5,3,3,4,3,3,2,1,2,1
449,0,1,18,1,2,3,5,2,4,3,1,2,4,5,5,1,3,4,4,4,3,5,4,2,4,3,2,2,4,3,1,1,3,2,3
450,1,0,20,1,3,3,1,3,3,2,3,1,5,2,2,5,2,5,4,3,3,5,5,2,4,5,3,4,4,5,4,1,3,2,2
451,1,1,18,1,2,1,4,3,4,3,4,3,4,3,5,3,3,3,2,4,4,2,3,4,2,1,3,1,1,2,2,2,2,1,1
452,1,0,18,1,4,4,3,2,3,2,2,3,2,2,5,2,2,4,3,2,5,1,3,3,4,3,3,3,4,3,1,2,2,1,3
453,0,1,18,1,3,1,2,3,1,4,5,4,3,3,2,4,2,2,1,4,3,4,4,3,4,2,4,1,1,2,3,1,1,1,1
454,1,0,20,1,4,4,4,1,1,1,3,3,3,1,3,4,4,5,5,3,5,3,3,3,4,3,3,1,1,3,2,1,3,3,3
455,0,1,22,1,3,3,3,4,2,1,2,4,4,5,3,2,3,3,4,1,3,2,3,5,4,2,3,4,3,5,2,3,1,4,1
456,1,0,22,1,3,3,4,4,3,1,3,3,5,3,1,4,4,3,2,3,5,2,3,4,3,1,1,2,4,2,2,2,2,1,1
457,0,1,21,1,3,2,3,5,1,4,3,3,1,1,2,2,3,3,1,5,2,2,4,4,3,5,4,4,3,4,2,2,2,1,3
458,1,0,19,1,3,2,1,3,4,5,4,3,3,2,2,4,3,4,4,3,3,1,3,3,4,1,1,1,3,1,1,2,2,2,1
459,1,1,22,1,4,1,1,3,1,5,5,5,2,1,2,3,1,5,5,4,2,4,4,3,4,4,3,4,4,3,1,1,3,3,3
460,1,0,20,1,3,1,3,4,4,4,2,2,4,1,2,4,4,4,2,3,2,2,4,3,2,4,5,5,4,4,1,2,1,1,3
461,0,1,20,1,3,1,1,1,1,4,5,5,1,1,1,2,2,2,1,2,3,5,3,2,3,5,4,4,4,5,1,2,1,1,2
462,0,0,21,1,2,5,5,5,5,2,1,1,3,5,5,1,2,4,4,2,3,4,3,4,3,4,5,4,5,4,1,1,3,2,1
463,0,1,20,1,1,1,1,5,2,3,3,5,1,1,3,3,4,1,3,2,2,3,3,2,5,5,5,5,5,5,2,2,1,2,1
464,1,0,20,1,1,1,2,1,1,4,5,5,1,1,1,2,4,3,4,3,3,4,3,2,3,3,3,1,3,4,1,2,1,3,1
465,1,1,19,1,2,1,2,4,4,1,4,2,3,4,5,1,2,3,2,2,4,5,3,3,4,5,5,3,3,5,1,1,1,2,3
466,1,0,19,1,2,2,4,4,2,4,3,3,1,3,3,3,4,4,3,5,5,1,4,4,4,2,2,1,1,1,1,1,2,1,1
467,1,1,20,1,4,2,4,3,2,2,3,3,1,5,3,3,4,5,4,5,4,3,3,2,4,3,3,3,4,4,1,2,4,3,2
468,0,0,20,1,4,3,1,3,2,5,1,5,3,1,4,4,5,3,3,4,2,3,4,3,2,3,1,2,2,2,1,3,2,2,2
469,1,1,18,1,4,3,3,5,4,1,2,1,4,4,3,3,5,2,4,2,4,3,3,4,2,4,5,4,5,5,2,2,1,3,2
470,1,0,22,1,2,3,3,2,3,3,3,4,1,1,3,5,3,4,3,5,4,4,2,3,3,1,3,3,2,2,4,2,1,1,4
471,0,1,22,1,2,3,1,3,5,4,3,2,2,1,4,3,5,2,2,1,2,4,3,3,2,3,1,2,2,4,2,2,1,1,1
472,0,0,20,1,3,1,1,3,1,1,5,5,2,2,2,2,3,5,3,5,2,1,3,3,4,1,3,3,2,1,1,1,2,3,3
473,0,1,18,1,4,2,3,3,4,2,3,3,3,3,3,4,1,3,2,4,3,3,2,4,3,5,5,4,5,5,1,1,1,1,1
474,1,0,21,1,4,5,4,4,4,2,2,3,3,4,3,2,2,5,3,5,4,4,4,2,2,4,2,3,5,2,1,1,3,2,4
475,0,1,19,1,4,2,5,5,5,1,3,1,4,4,5,3,3,3,3,4,5,4,3,5,2,3,4,2,4,4,1,2,3,2,3
476,1,0,21,1,1,4,5,5,4,2,3,3,1,5,3,3,2,2,4,4,5,4,4,2,2,4,4,3,4,5,1,1,1,2,3
477,1,1,19,1,3,2,4,2,2,4,3,3,3,3,3,4,3,1,2,3,2,3,1,5,3,1,1,2,1,1,3,2,1,1,2
478,1,0,22,1,4,3,3,5,5,5,2,1,2,5,1,3,3,5,3,3,2,2,4,3,3,3,3,2,5,5,2,1,3,2,2
479,1,1,20,1,4,4,3,4,3,1,3,2,4,5,1,4,4,3,4,3,3,4,5,5,3,3,3,3,4,4,1,2,4,2,1
480,1,0,18,1,4,3,2,1,1,2,5,5,1,1,1,4,4,3,5,2,2,5,3,4,4,4,3,4,3,3,3,2,1,4,1
481,0,1,20,1,1,5,3,3,5,4,3,3,3,3,1,2,1,2,1,3,2,3,4,3,3,3,1,3,1,3,2,1,1,1,2
482,1,0,18,1,1,1,5,4,4,1,3,3,3,4,5,4,4,2,3,5,5,3,4,3,3,5,2,4,1,4,2,3,2,2,3
483,1,1,21,1,2,2,1,2,3,4,3,2,1,2,3,4,3,4,4,4,4,4,4,4,2,4,3,4,2,2,3,1,3,3,2
484,0,0,20,1,3,3,1,4,3,2,3,5,1,3,2,2,4,3,4,4,1,3,4,2,3,2,3,2,2,1,1,1,2,3,1
485,0,1,21,1,2,5,4,5,3,2,3,2,5,5,4,1,1,2,3,3,3,1,1,4,4,3,2,2,2,3,1,2,1,3,2
486,0,0,20,1,3,5,5,5,3,4,3,2,5,3,3,3,5,3,3,2,2,4,4,3,3,3,3,3,3,2,1,3,1,4,1
487,1,1,21,1,1,2,4,3,5,2,2,4,3,3,5,5,5,3,5,3,3,4,4,4,4,2,4,2,2,3,3,3,1,3,2
488,0,0,21,1,4,4,4,3,5,1,2,1,5,4,4,4,3,5,3,2,3,4,2,4,5,2,1,2,1,1,2,2,3,1,1
489,0,1,19,1,2,4,3,4,2,4,5,2,5,1,4,4,3,2,2,3,3,3,3,3,1,3,4,4,3,4,2,3,1,2,1
490,0,0,20,1,4,1,2,1,1,5,5,2,1,3,2,4,3,4,3,1,3,3,2,3,4,3,2,4,3,3,2,3,2,1,1
491,1,1,21,1,2,3,2,4,2,2,2,4,3,4,3,5,5,3,1,3,2,3,3,3,4,2,2,2,1,4,4,3,2,2,2
492,1,0,22,1,1,1,3,1,1,4,3,3,3,1,1,2,3,3,2,2,2,4,3,3,4,4,3,3,4,2,2,2,2,2,1
493,0,1,22,1,1,2,4,4,2,4,2,2,2,4,5,5,3,2,2,3,3,4,4,4,2,3,3,4,3,3,3,1,1,1,2
494,1,0,19,1,1,4,3,3,3,2,2,3,4,4,3,3,5,3,3,3,3,4,4,4,2,4,3,5,3,4,1,2,1,2,1
495,1,1,19,1,2,2,3,3,4,4,5,3,3,4,4,2,4,5,2,4,2,3,3,3,5,3,2,2,3,3,3,2,4,1,2
496,1,0,22,1,3,4,4,4,3,2,3,1,4,4,5,4,2,4,5,5,3,3,3,4,4,5,5,5,5,5,2,1,3,3,4
497,0,1,19,1,2,2,4,4,3,1,4,3,1,4,4,3,2,2,2,4,2,2,2,5,4,5,2,3,3,3,1,1,1,1,4
498,1,0,20,1,3,4,1,5,5,2,1,1,4,3,3,3,3,4,5,4,2,2,3,3,3,1,1,1,1,1,2,3,2,4,1
499,1,1,18,1,2,5,3,2,3,2,3,2,4,4,2,5,2,5,4,3,3,5,3,5,3,1,1,1,1,1,3,1,5,2,2
500,1,0,22,1,2,4,1,4,5,2,1,1,4,4,4,3,2,4,3,5,4,5,5,1,4,1,2,1,1,1,1,1,2,1,3
501,0,1,20,2,1,3,3,3,1,5,3,5,3,3,3,3,3,4,4,2,3,3,1,5,4,3,4,3,4,4,3,3,3,2,1
502,0,0,20,2,4,1,2,3,2,2,5,5,1,3,2,3,2,4,4,4,4,2,4,2,3,3,2,1,1,4,1,1,1,3,3
503,1,1,19,2,4,1,1,1,2,4,5,5,1,3,1,5,4,2,3,1,3,5,5,3,3,4,4,5,5,4,3,2,1,2,1
504,1,0,19,2,3,1,1,2,1,4,5,5,1,1,2,3,3,4,4,3,3,2,2,5,3,3,2,1,3,2,3,1,4,3,2
505,1,1,18,2,4,3,4,4,3,1,2,4,2,2,2,5,5,2,3,4,4,4,1,4,3,3,3,5,2,4,3,3,1,2,2
506,1,0,20,2,2,1,1,1,1,3,5,5,1,3,2,4,2,3,3,2,3,3,4,2,4,4,5,4,4,5,2,1,3,3,2
507,0,1,20,2,2,4,4,2,5,3,3,2,3,3,3,5,3,3,2,2,3,3,3,4,4,3,3,3,3,2,4,1,2,1,2
508,0,0,21,2,1,3,3,1,2,3,4,4,3,3,2,2,4,2,4,3,3,5,2,3,3,1,3,1,2,2,1,3,2,4,2
509,1,1,21,2,1,3,3,3,4,4,1,3,4,5,3,3,2,2,4,4,4,3,2,5,5,2,4,1,2,2,3,1,1,2,1
510,0,0,19,2,4,5,3,5,2,2,4,5,1,2,5,3,1,3,4,4,3,4,3,4,3,1,1,1,1,2,2,1,1,1,3
511,0,1,19,2,3,2,3,2,2,3,2,4,3,3,5,4,3,1,4,2,2,4,3,4,4,1,2,3,1,3,2,2,1,2,2
512,1,0,18,2,4,1,2,4,2,5,2,4,3,2,1,3,2,2,5,3,5,5,5,5,3,4,2,3,2,3,1,1,1,3,2
513,0,1,20,2,4,2,4,3,3,2,2,2,4,2,4,5,3,4,4,3,4,3,5,4,1,1,2,3,1,1,4,1,3,4,3
514,1,0,22,2,4,4,2,5,2,3,1,1,5,4,2,5,2,4,3,4,3,4,5,4,5,4,3,4,4,3,3,1,3,1,3
515,0,1,18,2,4,4,5,3,5,2,2,3,4,5,3,3,3,4,4,4,3,2,1,1,2,1,3,3,2,3,2,2,2,2,2
516,1,0,19,2,2,4,3,3,3,4,5,3,2,3,3,4,4,5,3,4,2,3,4,4,3,2,2,3,2,1,2,3,3,1,3
517,1,1,20,2,3,5,4,3,5,3,1,4,2,5,2,3,3,3,3,4,1,4,2,3,2,3,4,4,3,4,1,1,3,2,3
518,0,0,22,2,2,5,5,4,5,1,2,1,4,3,4,2,3,5,2,2,4,3,3,3,1,2,2,3,3,2,1,4,3,2,1
519,0,1,19,2,3,4,5,3,4,1,2,3,5,4,5,3,4,3,5,3,4,4,2,2,2,3,3,3,4,5,3,1,3,3,1
520,0,0,20,2,1,3,2,3,1,5,5,4,2,2,3,4,2,3,4,5,4,5,1,2,4,4,2,5,5,5,1,1,2,3,3
521,0,1,18,2,4,3,5,3,4,3,3,2,3,4,2,2,1,2,3,3,2,3,1,3,3,3,4,3,5,4,1,1,2,2,2
522,0,0,20,2,2,2,1,2,3,2,3,3,4,2,2,3,2,4,3,3,5,4,2,5,2,2,3,1,2,2,2,1,2,2,1
523,0,1,18,2,3,1,1,3,1,3,4,3,2,2,2,1,3,2,3,2,4,4,5,4,4,1,1,1,1,1,1,1,1,2,1
524,1,0,22,2,1,5,4,5,5,3,1,1,5,4,5,3,4,4,3,2,3,1,5,2,3,3,4,3,5,4,2,1,2,2,1
525,1,1,20,2,1,1,1,1,1,4,5,5,1,2,3,4,3,3,3,3,3,3,3,2,3,4,4,3,4,3,3,3,3,1,2
526,0,0,19,2,4,3,2,2,2,3,4,1,1,3,3,1,4,4,5,1,4,3,4,3,4,3,5,4,5,4,2,3,3,3,1
527,0,1,21,2,3,3,4,4,4,2,5,1,5,3,5,4,2,4,4,3,2,2,3,3,5,1,1,3,1,1,2,1,2,3,3
528,0,0,22,2,2,2,2,3,3,4,3,1,5,5,3,4,3,3,4,5,3,4,3,3,4,1,3,3,2,2,1,3,2,3,4
529,0,1,22,2,4,4,3,5,3,1,4,3,4,5,4,5,4,5,5,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2
530,1,0,19,2,2,1,2,2,3,3,4,4,1,3,2,3,2,4,4,3,3,4,4,5,3,2,4,2,3,5,1,2,2,2,2
531,1,1,21,2,1,1,1,1,3,3,5,5,2,2,1,3,2,3,2,5,4,3,5,5,3,4,2,3,3,3,1,1,1,1,3
532,0,0,19,2,2,3,3,3,4,3,1,2,5,5,5,3,2,3,1,2,2,3,4,5,3,1,1,1,2,2,3,1,3,2,1
533,1,1,20,2,2,2,4,2,5,2,1,2,5,5,3,3,2,3,3,4,4,4,5,4,3,3,2,3,4,1,3,2,3,2,2
534,1,0,20,2,4,2,1,4,4,4,5,4,4,1,4,3,4,2,3,4,2,4,3,3,1,5,3,3,4,3,3,3,2,2,3
535,1,1,22,2,2,3,5,4,3,2,3,4,2,4,2,3,4,3,3,4,4,3,4,4,3,3,3,3,2,2,2,3,2,3,2
536,1,0,21,2,4,5,5,5,5,2,1,1,5,2,5,3,3,3,3,4,4,2,3,3,5,2,3,2,3,1,1,2,2,1,2
537,1,1,18,2,1,2,5,2,1,2,4,4,2,3,3,3,3,4,2,5,3,4,3,4,4,1,1,1,1,1,2,2,1,1,2
538,1,0,19,2,4,4,2,3,1,4,5,5,1,1,2,4,5,3,3,2,4,4,4,1,4,3,3,3,3,2,3,3,1,1,2
539,1,1,22,2,4,1,1,4,2,2,3,4,3,2,1,2,3,4,5,3,4,2,3,3,4,3,3,3,4,3,1,3,4,5,1
540,0,0,19,2,3,3,4,4,3,3,2,3,3,1,3,2,1,3,3,3,1,1,2,5,1,4,2,3,2,2,1,1,2,2,2
541,0,1,20,2,2,3,3,3,3,3,2,1,3,3,5,3,2,3,5,3,2,3,4,2,3,4,2,2,3,3,2,2,1,5,2
542,1,0,22,2,1,5,5,3,4,1,2,1,5,4,5,3,3,2,4,4,4,3,3,4,4,4,5,4,3,5,2,1,1,2,3
543,0,1,20,2,4,5,2,2,4,3,4,2,5,2,3,3,4,3,3,4,2,3,2,4,4,3,5,2,4,3,2,2,3,2,3
544,1,0,20,2,1,2,3,4,1,2,2,1,5,3,5,1,3,4,4,3,3,5,4,5,3,4,3,3,5,4,1,1,3,2,2
545,0,1,20,2,3,3,5,3,4,4,2,3,4,3,3,5,3,3,3,2,3,1,5,2,3,4,2,3,2,4,2,3,1,2,1
546,0,0,22,2,2,4,5,3,5,3,3,4,4,5,5,5,3,4,4,3,4,2,3,5,3,2,3,3,3,3,4,2,3,1,2
547,0,1,22,2,4,4,4,1,5,4,4,4,4,3,3,3,3,4,2,3,2,3,3,2,3,2,4,4,4,4,2,1,2,2,2
548,1,0,21,2,2,4,2,3,1,4,3,2,1,2,1,5,4,4,3,2,2,5,4,3,5,1,2,4,1,3,3,2,2,2,1
549,0,1,19,2,3,4,4,4,4,1,1,1,4,4,3,3,4,4,5,5,2,1,2,3,3,2,3,3,2,4,2,2,2,3,4
550,1,0,21,2,3,5,5,5,5,2,1,1,5,5,5,4,3,4,4,2,4,4,3,2,5,2,5,4,4,4,3,1,2,3,1
551,0,1,18,2,1,3,3,1,5,2,2,5,2,2,3,4,4,3,3,4,5,3,4,3,4,2,3,2,3,2,2,2,2,1,2
552,0,0,21,2,4,3,1,4,3,2,2,2,3,2,3,3,4,5,3,4,3,2,2,2,1,5,3,5,4,4,3,2,2,3,2
553,0,1,18,2,1,2,3,5,5,4,5,5,3,2,3,3,2,4,2,2,3,2,2,3,4,5,3,5,4,4,2,2,2,1,2
554,1,0,21,2,3,4,3,3,3,2,4,4,2,3,3,5,4,3,4,4,2,2,4,3,3,5,5,5,5,5,4,2,2,2,2
555,0,1,18,2,2,3,4,2,4,3,3,3,2,3,4,4,3,3,2,3,3,2,3,2,3,2,3,4,3,3,3,2,3,1,1
556,1,0,18,2,1,5,5,1,5,3,3,2,4,5,3,4,3,3,3,4,3,4,4,3,3,2,4,2,2,3,3,1,2,2,3
557,0,1,21,2,1,2,4,3,5,1,4,3,2,3,2,3,3,2,3,2,4,4,1,2,4,3,3,2,2,3,1,2,2,3,1
558,1,0,19,2,2,4,5,5,5,1,1,1,5,5,5,3,5,3,5,5,3,2,4,4,3,2,5,4,5,4,1,5,1,3,4
559,0,1,19,2,1,5,4,4,5,2,3,2,4,5,5,2,1,5,3,4,4,5,4,2,2,3,3,3,4,5,1,1,3,1,3
560,1,0,22,2,2,2,4,4,5,3,2,1,3,5,3,5,1,4,3,3,4,3,4,5,4,2,2,2,3,2,3,1,1,2,1
561,0,1,20,2,4,1,3,1,1,4,4,5,2,4,3,2,4,3,2,3,4,4,2,2,2,4,3,3,3,3,1,2,2,1,1
562,1,0,18,2,2,4,5,3,4,1,1,5,2,2,3,4,3,3,2,4,4,2,5,5,5,2,4,4,5,5,4,2,1,1,3
563,0,1,18,2,4,3,3,1,4,3,1,4,5,3,2,4,2,2,3,2,1,2,2,2,3,5,5,3,3,4,2,2,2,3,1
564,1,0,20,2,2,4,3,2,5,4,3,3,5,3,3,4,4,1,4,5,2,2,4,4,4,3,4,4,5,5,2,2,1,3,3
565,1,1,19,2,3,3,5,3,5,1,1,3,5,5,5,5,2,4,3,4,2,3,4,4,4,2,4,4,5,3,3,1,2,2,2
566,0,0,22,2,3,2,3,1,4,2,5,5,3,3,2,2,3,2,3,3,2,4,2,4,4,2,1,3,3,3,2,2,1,1,2
567,0,1,21,2,4,2,4,5,3,2,3,3,3,5,4,3,4,1,5,2,3,2,4,2,3,3,2,3,3,2,3,3,1,3,1
